avg_smart_5_raw,min_smart_5_raw,max_smart_5_raw,avg_smart_197_raw,min_smart_197_raw,max_smart_197_raw,avg_smart_198_raw,min_smart_198_raw,max_smart_198_raw,avg_smart_199_raw,min_smart_199_raw,max_smart_199_raw
29.0738022,0,65520,0.7929826,0,156776,0.620811,0,156776,3.2200486,0,50950
