total_rows,failure_count,smart_197_positive,smart_5_positive,risk_rows,avg_smart_197_raw,max_smart_197_raw,avg_smart_5_raw,max_smart_5_raw,avg_smart_9_raw,max_smart_9_raw
5000000,211,56681,174603,208765,0.7929826,156776,29.0738022,65520,28683.4890462,94012
