salt_bucket,serial_number,event_date,model,capacity_bytes,datacenter,cluster_id,failure,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_199_raw
0,0,0,0,0,19944,0,0,0,0,0,0,0,0,0
